"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"131199","131199000305","板橋区","板橋区役所前駅西自転車駐車場（有料）","","","","","","","","","東京都板橋区大山東町41－2","東京都","板橋区","大山東町","41-2","","35.750723","139.705854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000306","板橋区","板橋区役所前駅東自転車駐車場（有料）","","","","","","","","","東京都板橋区板橋3－10－8","東京都","板橋区","板橋3丁目","10-8","","35.752341","139.711752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000307","板橋区","板橋区役所前駅南自転車駐車場（有料）","","","","","","","","","東京都板橋区板橋2－56－4先","東京都","板橋区","板橋2丁目","56-4先","","35.749244","139.708338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000308","板橋区","板橋本町駅第１自転車駐車場（有料）","","","","","","","","","東京都板橋区大和町29－13","東京都","板橋区","大和町","29-13","","35.760752","139.704275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000309","板橋区","板橋本町駅第４自転車駐車場（有料）","","","","","","","","","東京都板橋区本町37－10先","東京都","板橋区","本町","10先","","35.761491","139.706573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000310","板橋区","浮間舟渡駅自転車駐車場（有料）","","","","","","","","","東京都板橋区舟渡1－15－2","東京都","板橋区","舟渡1丁目","15-2","","35.791635","139.689906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000311","板橋区","本蓮沼駅自転車駐車場（有料）","","","","","","","","","東京都板橋区蓮沼町22－4","東京都","板橋区","蓮沼町","22-4","","35.768863","139.702778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000312","板橋区","本蓮沼駅第２自転車駐車場（有料ゲート式）","","","","","","","","","東京都板橋区大原町2－13","東京都","板橋区","大原町2丁目","2-13","","35.769553","139.701377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000313","板橋区","本蓮沼駅第３自転車駐車場（有料）","","","","","","","","","東京都板橋区蓮沼町22","東京都","板橋区","蓮沼町","22","","35.768774","139.702462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000314","板橋区","蓮根駅自転車駐車場（有料）","","","","","","","","","東京都板橋区蓮根2－31－2","東京都","板橋区","蓮根2丁目","31-2","","35.78425","139.678879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000315","板橋区","蓮根駅北自転車駐車場（有料）","","","","","","","","","東京都板橋区蓮根2-31-27","東京都","板橋区","蓮根2丁目","31-27","","35.785051","139.679122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000316","板橋区","蓮根三丁目自転車駐車場（有料）","","","","","","","","","東京都板橋区蓮根3－3－12","東京都","板橋区","蓮根3丁目","3-12","","35.786454","139.678532","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
